Mozart,key value
0,87.5
1,87.5
2,49.03846153846153
3,30.0
4,32.5
5,54.6875
6,100.0
7,122.81249999999999
8,92.5
9,104.06249999999999
10,98.75
11,122.50000000000001
12,101.5625
13,57.8125
14,98.75
15,115.3125
16,103.4375
17,137.1875
18,134.0625
19,73.21428571428571
20,87.5
21,72.5
22,79.375
23,59.375
24,92.96875
25,59.375
26,109.375
27,100.93749999999999
28,113.43749999999999
29,35.714285714285715
30,40.625
31,169.6875
32,149.6875
33,62.81250000000001
34,73.75
35,86.45833333333334
36,113.54166666666667
37,93.125
38,135.0
39,95.48611111111111
40,133.75000000000003
41,65.0
42,56.25
43,72.11538461538461
44,87.5
45,64.93055555555556
46,35.06944444444444
47,35.06944444444444
48,59.375
49,36.80555555555556
50,68.75
51,60.416666666666664
52,68.75
53,53.125
54,53.90625
55,60.71428571428571
56,66.796875
57,41.31944444444444
58,54.861111111111114
59,61.71875
60,83.984375
61,46.52777777777778
62,69.79166666666666
63,76.04166666666666
64,55.80357142857143
65,41.964285714285715
66,65.625
67,29.464285714285715
68,42.96875
69,47.91666666666667
70,48.95833333333333
71,37.5
72,41.66666666666667
73,45.83333333333333
74,46.875
75,55.208333333333336
76,60.9375
77,25.0
78,28.90625
79,42.5
80,39.453125
81,24.6875
82,33.203125
83,40.0
84,39.453125
85,72.08333333333333
86,85.41666666666666
87,48.95833333333333
88,75.0
89,56.25
90,44.375
91,43.75
92,48.75
93,43.75
94,61.979166666666664
95,66.47727272727273
96,51.70454545454546
97,60.3515625
98,55.6640625
99,51.5625
100,51.87500000000001
101,66.5625
102,54.6875
103,53.90625
104,58.59375
105,57.8125
106,35.714285714285715
107,51.041666666666664
108,42.70833333333333
109,37.5
110,33.035714285714285
111,52.734375
112,38.671875
113,35.15625
114,46.875
115,33.984375
116,89.84375
117,43.02083333333334
118,41.25
119,86.53846153846155
120,109.0625
121,75.0
122,79.375
123,68.22916666666666
124,108.125
125,61.83035714285714
126,90.10416666666666
127,53.90625
128,79.6875
129,44.79166666666667
130,41.66666666666667
131,54.166666666666664
132,12.5
133,42.5
134,46.875
135,81.25
136,48.828125
137,47.65625
138,45.3125
139,54.0625
140,48.4375
141,45.3125
142,10.3125
143,31.874999999999996
144,42.96875
145,59.375
146,52.34375
147,39.84375
148,36.71875
149,25.0
150,45.83333333333333
151,65.625
152,44.642857142857146
153,39.84375
154,40.234375
155,37.5
156,43.75
157,66.40625
158,71.875
159,42.578125
160,71.875
161,29.6875
162,28.90625
163,19.921875
164,27.734375
165,61.458333333333336
166,66.66666666666666
167,65.625
168,93.26923076923077
169,87.5
170,56.25
171,30.0
172,32.5
173,54.6875
174,42.04545454545455
175,56.25
176,70.3125
177,63.541666666666664
178,60.416666666666664
179,68.75
180,60.416666666666664
181,65.625
182,89.58333333333334
183,69.79166666666666
184,76.04166666666666
185,55.80357142857143
186,45.535714285714285
187,65.625
188,32.142857142857146
189,53.90625
190,42.70833333333333
191,55.208333333333336
192,44.53125
193,58.333333333333336
194,48.95833333333333
195,55.208333333333336
196,61.328125
197,59.895833333333336
198,53.90625
199,46.09375
200,37.8125
201,32.421875
202,53.125
203,42.578125
204,69.47115384615384
205,73.86363636363636
206,85.57692307692307
207,85.51136363636364
208,111.77884615384615
209,134.0625
210,73.21428571428571
211,89.58333333333334
212,77.08333333333334
213,44.79166666666667
214,57.14285714285714
215,48.75
216,57.14285714285714
217,71.875
218,76.70454545454545
219,75.56818181818183
220,58.59375
221,55.46875
222,58.4375
223,63.125
224,62.81250000000001
225,62.5
226,53.125
227,64.84375
228,54.6875
229,33.68055555555556
230,68.75
231,52.083333333333336
232,47.91666666666667
233,36.80555555555556
234,69.375
235,71.5909090909091
236,82.38636363636364
237,60.546875
238,53.125
239,118.30357142857142
240,101.25
241,91.66666666666666
242,86.53846153846155
243,100.0
244,101.04166666666667
245,87.5
246,42.70833333333333
247,135.9375
248,134.0625
249,32.916666666666664
250,117.3076923076923
251,131.5625
252,92.5
253,107.8125
254,98.75
255,115.3125
256,74.21875
257,110.625
258,139.0625
259,95.48611111111111
260,133.75000000000003
261,100.0
262,114.16666666666666
263,139.4230769230769
